"Area
Code",St,Cnty,Own,NAICS,Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
72035,72,035,5,1021,2023,1,County,Puerto Rico,"Cayey Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,143,"2,528","2,495","2,500","17,933,850",550,1.33,1.50
72035,72,035,5,1022,2023,1,County,Puerto Rico,"Cayey Municipio, Puerto Rico",Private,1022 Information,,5,88,85,85,"730,300",653,0.42,0.22
72035,72,035,5,1023,2023,1,County,Puerto Rico,"Cayey Municipio, Puerto Rico",Private,1023 Financial activities,,33,173,169,174,"1,322,720",592,0.30,0.15
72035,72,035,5,1024,2023,1,County,Puerto Rico,"Cayey Municipio, Puerto Rico",Private,1024 Professional and business services,,44,180,180,181,"1,078,285",460,0.12,0.07
72035,72,035,5,1025,2023,1,County,Puerto Rico,"Cayey Municipio, Puerto Rico",Private,1025 Education and health services,,112,"1,873","1,889","1,883","14,419,527",589,1.17,1.46
72035,72,035,5,1026,2023,1,County,Puerto Rico,"Cayey Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,68,766,773,811,"3,300,545",324,0.76,1.01
72035,72,035,5,1027,2023,1,County,Puerto Rico,"Cayey Municipio, Puerto Rico",Private,1027 Other services,,32,134,133,142,"773,967",437,0.48,0.52
72037,72,037,0,10,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,106,"1,365","1,377","1,386","8,375,131",468,1.00,1.00
72037,72,037,1,10,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,3,25,30,30,"428,099","1,162",1.14,2.10
72037,72,037,2,10,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",State Government,"10 Total, all industries",,7,316,316,317,"2,431,794",591,7.47,9.58
72037,72,037,3,10,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,284,284,284,"1,039,369",282,2.15,1.60
72037,72,037,5,10,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,"10 Total, all industries",,95,740,747,755,"4,475,869",461,0.64,0.62
72037,72,037,5,101,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,101 Goods-producing,,21,262,266,264,"1,794,824",523,1.30,1.36
72037,72,037,5,1011,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,1011 Natural resources and mining,,3,4,4,4,"4,295",83,0.26,0.04
72037,72,037,5,1012,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,1012 Construction,,7,60,62,63,"256,242",320,0.90,0.62
72037,72,037,5,1013,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,1013 Manufacturing,,11,198,200,197,"1,534,287",595,1.68,1.89
72037,72,037,5,102,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,102 Service-providing,,74,478,481,491,"2,681,045",427,0.50,0.45
72037,72,037,5,1021,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,23,177,180,180,"1,047,470",450,0.70,0.81
72037,72,037,5,1023,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,1023 Financial activities,,8,29,30,30,"181,435",470,0.38,0.18
72037,72,037,5,1024,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,1024 Professional and business services,,13,87,85,91,"580,380",509,0.44,0.34
72037,72,037,5,1025,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,1025 Education and health services,,16,94,96,97,"507,610",408,0.44,0.47
72037,72,037,5,1026,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,7,74,73,76,"279,685",289,0.52,0.79
72037,72,037,5,1027,2023,1,County,Puerto Rico,"Ceiba Municipio, Puerto Rico",Private,1027 Other services,,7,17,17,17,"84,465",382,0.41,0.52
72039,72,039,0,10,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,161,"1,825","1,768","1,818","9,996,213",426,1.00,1.00
72039,72,039,1,10,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,9,8,8,"150,830","1,392",0.23,0.62
72039,72,039,2,10,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",State Government,"10 Total, all industries",,10,409,409,407,"3,319,615",625,7.31,10.96
72039,72,039,3,10,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,314,314,314,"1,257,658",308,1.81,1.62
72039,72,039,5,10,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,"10 Total, all industries",,149,"1,093","1,037","1,089","5,268,110",378,0.70,0.61
72039,72,039,5,101,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,101 Goods-producing,,51,313,276,289,"1,419,593",373,1.08,0.90
72039,72,039,5,1011,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,1011 Natural resources and mining,,27,101,83,89,"318,609",269,4.37,2.72
72039,72,039,5,1012,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,1012 Construction,,14,99,80,80,"391,643",349,0.87,0.80
72039,72,039,5,1013,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,1013 Manufacturing,,10,113,113,120,"709,341",473,0.78,0.73
72039,72,039,5,102,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,102 Service-providing,,98,780,761,800,"3,848,517",379,0.62,0.54
72039,72,039,5,1021,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,37,249,248,259,"1,073,197",328,0.76,0.69
72039,72,039,5,1023,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,1023 Financial activities,,5,41,41,42,"201,814",376,0.41,0.17
72039,72,039,5,1024,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,1024 Professional and business services,,13,52,53,56,"282,514",405,0.21,0.14
72039,72,039,5,1025,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,1025 Education and health services,,20,262,243,252,"1,710,680",521,0.87,1.33
72039,72,039,5,1026,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,15,166,166,180,"546,391",246,0.94,1.29
72039,72,039,5,1027,2023,1,County,Puerto Rico,"Ciales Municipio, Puerto Rico",Private,1027 Other services,,8,10,10,11,"33,921",253,0.20,0.17
72041,72,041,0,10,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,422,"6,069","6,083","6,188","47,126,893",593,1.00,1.00
72041,72,041,1,10,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,18,20,20,"409,704","1,630",0.17,0.36
72041,72,041,2,10,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",State Government,"10 Total, all industries",,11,675,676,677,"5,647,080",643,3.57,3.95
72041,72,041,3,10,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Local Government,"10 Total, all industries",,2,453,454,455,"2,202,748",373,0.77,0.60
72041,72,041,5,10,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,"10 Total, all industries",,408,"4,923","4,933","5,036","38,867,361",602,0.95,0.95
72041,72,041,5,101,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,101 Goods-producing,,67,"1,227","1,232","1,270","14,576,160",902,1.40,1.96
72041,72,041,5,1011,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,1011 Natural resources and mining,,14,26,24,25,"69,743",215,0.36,0.13
72041,72,041,5,1012,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,1012 Construction,,18,72,69,75,"435,269",465,0.24,0.19
72041,72,041,5,1013,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,1013 Manufacturing,,35,"1,129","1,139","1,170","14,071,148",944,2.23,3.08
72041,72,041,5,102,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,102 Service-providing,,341,"3,696","3,701","3,766","24,291,201",502,0.86,0.73
72041,72,041,5,1021,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,130,"1,291","1,275","1,295","8,008,141",479,1.12,1.10
72041,72,041,5,1022,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,1022 Information,,7,57,58,59,"488,303",648,0.48,0.24
72041,72,041,5,1023,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,1023 Financial activities,,19,106,107,109,"638,403",458,0.31,0.12
72041,72,041,5,1024,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,1024 Professional and business services,,36,393,398,403,"3,476,291",672,0.44,0.37
72041,72,041,5,1025,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,1025 Education and health services,,73,933,944,959,"7,594,349",618,0.98,1.25
72041,72,041,5,1026,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,54,701,707,723,"2,756,145",298,1.11,1.38
72041,72,041,5,1027,2023,1,County,Puerto Rico,"Cidra Municipio, Puerto Rico",Private,1027 Other services,,22,215,212,218,"1,329,569",476,1.19,1.45
72043,72,043,0,10,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,341,"3,641","3,680","3,728","22,461,918",469,1.00,1.00
72043,72,043,1,10,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,20,19,19,"401,944","1,599",0.27,0.74
72043,72,043,2,10,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",State Government,"10 Total, all industries",,16,850,848,849,"6,778,816",614,7.44,9.96
72043,72,043,3,10,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,277,287,322,"1,514,389",394,0.91,0.87
72043,72,043,5,10,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,"10 Total, all industries",,323,"2,494","2,526","2,538","13,766,769",420,0.80,0.71
72043,72,043,5,101,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,101 Goods-producing,,76,803,802,801,"5,352,737",513,1.47,1.51
72043,72,043,5,1011,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,1011 Natural resources and mining,,32,149,146,142,"651,875",344,3.40,2.47
72043,72,043,5,1012,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,1012 Construction,,17,129,135,129,"695,368",408,0.69,0.63
72043,72,043,5,1013,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,1013 Manufacturing,,27,525,521,530,"4,005,494",587,1.68,1.84
72043,72,043,5,102,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,102 Service-providing,,247,"1,691","1,724","1,737","8,414,032",377,0.66,0.53
72043,72,043,5,1021,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,87,649,660,656,"3,312,164",389,0.94,0.95
72043,72,043,5,1022,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,1022 Information,,5,15,15,18,"56,898",274,0.24,0.06
72043,72,043,5,1023,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,1023 Financial activities,,13,163,164,166,"1,214,366",568,0.78,0.46
72043,72,043,5,1024,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,1024 Professional and business services,,29,86,87,104,"612,411",510,0.19,0.14
72043,72,043,5,1025,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,1025 Education and health services,,48,343,348,345,"1,846,972",411,0.58,0.64
72043,72,043,5,1026,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,51,400,417,413,"1,202,482",226,1.05,1.26
72043,72,043,5,1027,2023,1,County,Puerto Rico,"Coamo Municipio, Puerto Rico",Private,1027 Other services,,14,35,33,35,"168,739",378,0.32,0.38
72045,72,045,0,10,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,137,"1,819","1,819","1,842","10,702,605",451,1.00,1.00
72045,72,045,1,10,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,5,5,5,"124,916","1,922",0.14,0.48
72045,72,045,2,10,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",State Government,"10 Total, all industries",,10,481,482,482,"3,804,972",608,8.55,11.73
72045,72,045,3,10,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Local Government,"10 Total, all industries",,2,356,356,356,"1,275,134",276,2.03,1.54
72045,72,045,5,10,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,"10 Total, all industries",,124,977,976,999,"5,497,583",430,0.63,0.59
72045,72,045,5,101,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,101 Goods-producing,,38,132,129,130,"651,447",384,0.48,0.39
72045,72,045,5,1011,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,1011 Natural resources and mining,,25,58,58,59,"197,094",260,2.86,1.57
72045,72,045,5,1012,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,1012 Construction,,8,53,51,51,"376,002",560,0.55,0.71
72045,72,045,5,1013,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,1013 Manufacturing,,5,21,20,20,"78,351",296,0.13,0.08
72045,72,045,5,102,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,102 Service-providing,,86,845,847,869,"4,846,136",437,0.67,0.64
72045,72,045,5,1021,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,44,485,481,487,"2,638,426",419,1.42,1.59
72045,72,045,5,1023,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,1023 Financial activities,,5,48,49,51,"308,230",481,0.49,0.25
72045,72,045,5,1024,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,1024 Professional and business services,,5,26,26,30,"126,457",356,0.11,0.06
72045,72,045,5,1025,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,1025 Education and health services,,17,212,216,219,"1,491,299",532,0.75,1.08
72045,72,045,5,1026,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,11,57,58,59,"226,961",301,0.30,0.50
72045,72,045,5,1027,2023,1,County,Puerto Rico,"Comerio Municipio, Puerto Rico",Private,1027 Other services,,4,17,17,23,"54,763",222,0.42,0.26
72047,72,047,0,10,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,353,"3,821","3,846","3,879","21,956,348",439,1.00,1.00
72047,72,047,1,10,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,9,9,9,"180,679","1,544",0.12,0.34
72047,72,047,2,10,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",State Government,"10 Total, all industries",,9,658,661,663,"5,761,897",671,5.58,8.66
72047,72,047,3,10,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,281,281,281,"1,308,714",358,0.76,0.77
72047,72,047,5,10,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,"10 Total, all industries",,342,"2,873","2,895","2,926","14,705,058",390,0.88,0.77
72047,72,047,5,101,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,101 Goods-producing,,78,833,845,849,"4,109,013",375,1.49,1.18
72047,72,047,5,1011,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,1011 Natural resources and mining,,26,79,80,81,"266,455",256,1.86,1.03
72047,72,047,5,1012,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,1012 Construction,,28,130,130,129,"806,126",478,0.66,0.75
72047,72,047,5,1013,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,1013 Manufacturing,,24,624,635,639,"3,036,432",369,1.94,1.43
72047,72,047,5,102,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,102 Service-providing,,264,"2,040","2,050","2,077","10,596,045",397,0.76,0.68
72047,72,047,5,1021,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,113,933,937,942,"4,705,010",386,1.30,1.38
72047,72,047,5,1022,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,1022 Information,N,1,0,0,0,0,0,0.00,0.00
72047,72,047,5,1023,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,1023 Financial activities,,11,85,91,92,"613,079",528,0.42,0.24
72047,72,047,5,1024,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,1024 Professional and business services,,25,123,122,122,"622,167",391,0.21,0.14
72047,72,047,5,1025,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,1025 Education and health services,,61,566,563,571,"3,432,757",466,0.93,1.22
72047,72,047,5,1026,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,39,274,277,288,"921,884",254,0.70,0.99
72047,72,047,5,1027,2023,1,County,Puerto Rico,"Corozal Municipio, Puerto Rico",Private,1027 Other services,N,14,0,0,0,0,0,0.00,0.00
72049,72,049,0,10,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,64,467,473,491,"2,814,251",454,1.00,1.00
72049,72,049,1,10,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,2,6,6,6,"144,243","1,849",0.64,2.11
72049,72,049,2,10,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",State Government,"10 Total, all industries",,10,83,81,84,"692,472",644,5.59,8.12
72049,72,049,3,10,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,143,148,151,"663,593",346,3.23,3.04
72049,72,049,5,10,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,"10 Total, all industries",,51,235,238,250,"1,313,943",419,0.60,0.54
72049,72,049,5,101,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,101 Goods-producing,,3,10,10,12,"56,154",405,0.17,0.13
72049,72,049,5,1011,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,1011 Natural resources and mining,N,1,0,0,0,0,0,0.00,0.00
72049,72,049,5,1012,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,1012 Construction,N,2,0,0,0,0,0,0.00,0.00
72049,72,049,5,102,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,102 Service-providing,,48,225,228,238,"1,257,789",420,0.68,0.63
72049,72,049,5,1021,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,14,38,40,43,"297,873",568,0.47,0.68
72049,72,049,5,1022,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,1022 Information,N,1,0,0,0,0,0,0.00,0.00
72049,72,049,5,1023,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,1023 Financial activities,,8,60,62,66,"339,084",416,2.36,1.03
72049,72,049,5,1024,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,1024 Professional and business services,,4,4,4,4,"20,299",390,0.05,0.04
72049,72,049,5,1025,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,1025 Education and health services,,3,10,10,10,"39,657",305,0.13,0.11
72049,72,049,5,1026,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,16,111,107,110,"544,462",383,2.13,4.56
72049,72,049,5,1027,2023,1,County,Puerto Rico,"Culebra Municipio, Puerto Rico",Private,1027 Other services,N,2,0,0,0,0,0,0.00,0.00
72051,72,051,0,10,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,708,"11,185","10,919","11,084","93,610,470",651,1.00,1.00
72051,72,051,1,10,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,28,28,29,"541,112","1,469",0.14,0.24
72051,72,051,2,10,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",State Government,"10 Total, all industries",,11,468,466,465,"3,847,268",635,1.37,1.36
72051,72,051,3,10,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Local Government,"10 Total, all industries",,2,647,647,647,"3,331,756",396,0.61,0.46
72051,72,051,5,10,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,"10 Total, all industries",,694,"10,042","9,778","9,943","85,890,334",666,1.05,1.06
72051,72,051,5,101,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,101 Goods-producing,,56,"2,428","2,463","2,538","27,999,051",870,1.56,1.89
72051,72,051,5,1011,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1011 Natural resources and mining,,7,106,108,107,"507,347",365,0.86,0.46
72051,72,051,5,1012,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1012 Construction,,29,910,924,990,"6,393,915",522,1.77,1.39
72051,72,051,5,1013,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1013 Manufacturing,,20,"1,412","1,431","1,441","21,097,789","1,136",1.53,2.32
72051,72,051,5,102,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,102 Service-providing,,638,"7,614","7,315","7,405","57,891,283",598,0.94,0.87
72051,72,051,5,1021,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,129,"1,739","1,719","1,733","11,083,639",493,0.84,0.76
72051,72,051,5,1022,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1022 Information,,4,38,38,38,"142,926",289,0.17,0.04
72051,72,051,5,1023,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1023 Financial activities,,67,231,230,232,"3,067,551","1,021",0.37,0.28
72051,72,051,5,1024,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1024 Professional and business services,,193,"1,735","1,363","1,345","19,023,047",988,0.82,1.01
72051,72,051,5,1025,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1025 Education and health services,,96,888,889,900,"6,597,696",569,0.51,0.55
72051,72,051,5,1026,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,91,"2,749","2,837","2,914","15,698,637",426,2.50,3.95
72051,72,051,5,1027,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1027 Other services,,57,232,237,241,"1,651,529",537,0.74,0.90
72051,72,051,5,1029,2023,1,County,Puerto Rico,"Dorado Municipio, Puerto Rico",Private,1029 Unclassified,,1,2,2,2,"626,258","24,087",0.06,2.51
72053,72,053,0,10,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,531,"9,670","9,686","9,880","70,458,465",556,1.00,1.00
72053,72,053,1,10,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,4,60,63,66,"1,692,198","2,066",0.35,0.99
72053,72,053,2,10,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",State Government,"10 Total, all industries",,18,"1,338","1,332","1,338","12,037,954",693,4.42,5.64
72053,72,053,3,10,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,645,645,645,"3,418,677",408,0.68,0.63
72053,72,053,5,10,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,"10 Total, all industries",,508,"7,627","7,646","7,831","53,309,636",532,0.93,0.87
72053,72,053,5,101,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,101 Goods-producing,,36,"1,265","1,222","1,249","12,739,515",787,0.86,1.14
72053,72,053,5,1011,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,1011 Natural resources and mining,,6,15,15,17,"37,545",184,0.15,0.05
72053,72,053,5,1012,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,1012 Construction,,11,16,15,16,"76,479",376,0.03,0.02
72053,72,053,5,1013,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,1013 Manufacturing,,19,"1,234","1,192","1,216","12,625,491",800,1.45,1.85
72053,72,053,5,102,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,102 Service-providing,,472,"6,362","6,424","6,582","40,570,121",483,0.94,0.81
72053,72,053,5,1021,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,"1021 Trade, transportation, and utilities",,126,"1,982","1,995","2,023","13,998,243",538,1.10,1.28
72053,72,053,5,1022,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,1022 Information,,7,121,116,116,"804,044",526,0.59,0.26
72053,72,053,5,1023,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,1023 Financial activities,,41,287,291,296,"2,444,501",645,0.53,0.30
72053,72,053,5,1024,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,1024 Professional and business services,,56,294,270,284,"1,560,542",425,0.19,0.11
72053,72,053,5,1025,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,1025 Education and health services,,101,"1,456","1,507","1,520","9,411,815",484,0.97,1.04
72053,72,053,5,1026,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,1026 Leisure and hospitality,,94,"2,034","2,054","2,153","11,285,815",417,2.07,3.77
72053,72,053,5,1027,2023,1,County,Puerto Rico,"Fajardo Municipio, Puerto Rico",Private,1027 Other services,,47,188,191,190,"1,065,161",432,0.65,0.77
72054,72,054,0,10,2023,1,County,Puerto Rico,"Florida Municipio, Puerto Rico",Total Covered,"10 Total, all industries",,68,"1,056","1,082","1,088","6,032,565",432,1.00,1.00
72054,72,054,1,10,2023,1,County,Puerto Rico,"Florida Municipio, Puerto Rico",Federal Government,"10 Total, all industries",,1,6,6,6,"135,740","1,740",0.29,0.93
72054,72,054,2,10,2023,1,County,Puerto Rico,"Florida Municipio, Puerto Rico",State Government,"10 Total, all industries",,8,292,290,287,"2,277,437",605,8.62,12.45
72054,72,054,3,10,2023,1,County,Puerto Rico,"Florida Municipio, Puerto Rico",Local Government,"10 Total, all industries",,1,268,269,273,"888,060",253,2.63,1.90
72054,72,054,5,10,2023,1,County,Puerto Rico,"Florida Municipio, Puerto Rico",Private,"10 Total, all industries",,58,490,517,522,"2,731,328",412,0.56,0.52
72054,72,054,5,101,2023,1,County,Puerto Rico,"Florida Municipio, Puerto Rico",Private,101 Goods-producing,,17,197,210,211,"1,185,818",443,1.32,1.24
